gene_family	species	duplication	loss	transfer
OG0000014	Node_Pricau_Clim_0	0.110405	1e-07	0.0898683
OG0000014	Node_Aedaeg_Dgig_0	0.302474	0.0285821	0.274848
OG0000014	Node_Aedaeg_Bracal_0	0.301628	0.0248397	0.274491
OG0000014	Node_Aedaeg_Cscu_0	0.245809	1e-07	0.252669
OG0000014	Node_Aedaeg_Dpul_0	0.0322961	0.426636	0.00145699
OG0000014	Node_Aedaeg_Apimel_0	1e-07	1e-07	0.692432
OG0000014	Node_Apimel_Tcas_0	0.0353719	0.281442	0.0066686
OG0000014	Node_Apimel_Rhopro_0	0.0379401	1e-07	0.029623
OG0000014	Node_Dpul_Folcan_0	0.0584064	0.12694	0.0389662
OG0000014	Node_Bracal_Brumal_0	0.255325	0.0138054	0.240568
OG0000014	Node_Brumal_Chrper_0	0.260141	0.274312	0.233189
OG0000014	Node_Chrper_Hduj_0	0.228154	1e-07	0.246705
OG0000014	Node_Chrper_Dugjap_0	0.247111	0.54673	0.215226
OG0000014	Node_Chrper_Oikdio_0	0.251537	1e-07	0.244487
OG0000014	Node_Chrper_Ocar_0	0.253945	0.52032	0.230649
OG0000014	Node_Chrper_Leuniv_0	0.286866	0.177108	0.271966
OG0000014	Node_Chrper_Cowc_0	0.294936	0.210539	0.267169
OG0000014	Node_Dugjap_Mbre_0	0.281795	0.338269	0.268278
OG0000014	Node_Dgig_Hhon_0	0.297675	0.0179147	0.270205
OG0000014	Node_Dgig_Hvul_0	0.680295	1e-07	1e-07
OG0000014	Node_Dgig_Exapal_0	1e-07	1e-07	0.69589
OG0000014	Node_Hvul_Morvir_0	0.17043	1e-07	1e-07
OG0000014	Node_Morvir_Nemnom_0	1e-07	1e-07	1e-07
OG0000014	Node_Hhon_Bolinf_0	0.287613	0.15712	0.273886
OG0000014	Node_Bolinf_Coeast_0	0.295144	0.205187	0.267345
OG0000014	Node_Bolinf_Beraby_0	0.302591	0.024149	0.274954
OG0000014	Node_Coeast_Drygla_0	0.302591	0.024149	0.274954
OG0000014	Node_Anocar_Apla_0	0.296825	0.016772	0.27772
OG0000014	Node_Anocar_Drer_0	0.551368	1e-07	1e-07
OG0000014	Node_Anocar_Hsap_0	1e-07	1e-07	1e-07
OG0000014	Node_Anocar_Galgal_0	1e-07	1	1e-07
OG0000014	Node_Apla_Bflo_0	1e-07	1e-07	0.679357
OG0000014	Node_Apla_Ptyfla_0	1e-07	1e-07	1
OG0000014	Node_Acagra_Anocar_0	0.30254	0.0224485	0.275024
OG0000015	Acagra	1e-07	1	1e-07
OG0000015	Ctel	1e-07	1	0.482441
OG0000015	Linana	0.531558	1e-07	1e-07
OG0000015	Phoaus	1e-07	1e-07	0.521882
OG0000015	Ampfan	0.377424	0.984498	0.682427
OG0000015	Cgig	1e-07	1	0.528886
OG0000015	Linlon	1e-07	1e-07	0.50082
OG0000015	Aplcal	0.139522	0.189305	0.17152
OG0000015	Bugner	0.0152996	1e-07	0.379679
OG0000015	Pricau	0.0121405	0.020285	0.376513
OG0000015	Clim	0.0520985	0.0917315	0.0847592
OG0000015	Stycar	0.145146	0.100297	0.177136
OG0000015	Aedaeg	1e-07	1e-07	1e-07
OG0000015	Apimel	1e-07	1e-07	1e-07
OG0000015	Rhopro	1e-07	0.0443762	1e-07
OG0000015	Tcas	0.478328	1e-07	1e-07
OG0000015	Dpul	1e-07	1e-07	0.532769
OG0000015	Folcan	1e-07	1	0.347456
OG0000015	Cscu	0.528061	1e-07	1e-07
OG0000015	Bracal	1e-07	1e-07	0.277041
OG0000015	Brumal	0.00251562	0.162882	0.37161
OG0000015	Chrper	1	1e-07	1e-07
OG0000015	Cowc	1e-07	0.885874	1
OG0000015	Leuniv	1	1e-07	0.195843
OG0000015	Ocar	1e-07	1	1e-07
OG0000015	Oikdio	0.583068	0.110888	1e-07
OG0000015	Dugjap	0.703712	1e-07	1e-07
OG0000015	Mbre	0.604862	1e-07	0.54032
OG0000015	Hduj	1e-07	1e-07	1e-07
OG0000015	Dgig	1e-07	1e-07	1
OG0000015	Exapal	1e-07	1e-07	1e-07
OG0000015	Hvul	1e-07	0.0208178	0.500846
OG0000015	Morvir	1e-07	0.247188	1e-07
OG0000015	Nemnom	1e-07	1e-07	1e-07
OG0000015	Hhon	1e-07	1e-07	0.00539154
OG0000015	Bolinf	0.0628671	1	0.0949271
OG0000015	Beraby	0.0570775	0.00231117	0.094553
OG0000015	Coeast	0.0592899	1	0.0913514
OG0000015	Drygla	0.658796	1e-07	1e-07
OG0000015	Anocar	1e-07	1e-07	1e-07
OG0000015	Galgal	1e-07	0.902243	1e-07
OG0000015	Hsap	0.662204	1e-07	1e-07
OG0000015	Drer	0.0858557	1e-07	1e-07
OG0000015	Apla	1e-07	1e-07	1e-07
OG0000015	Ptyfla	1e-07	1e-07	1
OG0000015	Bflo	1e-07	1e-07	0.51026
OG0000015	Node_Acagra_Aedaeg_0	0.128905	0.310699	0.160977
OG0000015	Node_Acagra_Pricau_0	0.142109	0.128216	0.175033
OG0000015	Node_Acagra_Aplcal_0	0.128612	0.0756965	0.17892
OG0000015	Node_Acagra_Ampfan_0	1e-07	1e-07	0.238758
OG0000015	Node_Acagra_Linana_0	1e-07	1e-07	1e-07
OG0000015	Node_Acagra_Ctel_0	1e-07	1e-07	1e-07
OG0000015	Node_Linana_Phoaus_0	1e-07	1e-07	1e-07
OG0000015	Node_Ampfan_Linlon_0	1e-07	1e-07	0.247402
OG0000015	Node_Ampfan_Cgig_0	1e-07	0.725003	1
OG0000015	Node_Aplcal_Bugner_0	0.124384	0.288247	0.171251
OG0000015	Node_Pricau_Stycar_0	0.144144	0.103756	0.176799
OG0000015	Node_Pricau_Clim_0	0.134031	0.0793738	0.180918
OG0000015	Node_Aedaeg_Dgig_0	0.137642	0.0950915	0.171019
OG0000015	Node_Aedaeg_Bracal_0	0.0430562	1e-07	0.0907778
OG0000015	Node_Aedaeg_Cscu_0	1e-07	1e-07	0.265567
OG0000015	Node_Aedaeg_Dpul_0	1e-07	1e-07	1e-07
OG0000015	Node_Aedaeg_Apimel_0	1e-07	1e-07	1
OG0000015	Node_Apimel_Tcas_0	1e-07	1e-07	1e-07
OG0000015	Node_Apimel_Rhopro_0	1e-07	1	1e-07
OG0000015	Node_Dpul_Folcan_0	1e-07	1e-07	0.499221
OG0000015	Node_Bracal_Brumal_0	0.0219255	0.0869564	0.162065
OG0000015	Node_Brumal_Chrper_0	0.0307841	1	0.120007
OG0000015	Node_Chrper_Hduj_0	0.0415609	0.147754	0.122548
OG0000015	Node_Chrper_Dugjap_0	1e-07	0.0282289	0.698749
OG0000015	Node_Chrper_Oikdio_0	1e-07	1e-07	0.670142
OG0000015	Node_Chrper_Ocar_0	0.0201819	0.0473293	0.0886075
OG0000015	Node_Chrper_Leuniv_0	0.18704	1e-07	0.216772
OG0000015	Node_Chrper_Cowc_0	1e-07	0.389635	0.65334
OG0000015	Node_Dugjap_Mbre_0	1e-07	1	0.321561
OG0000015	Node_Dgig_Hhon_0	0.124613	0.168443	0.166375
OG0000015	Node_Dgig_Hvul_0	1e-07	1e-07	0.13292
OG0000015	Node_Dgig_Exapal_0	1e-07	1e-07	0.814417
OG0000015	Node_Hvul_Morvir_0	0.0395454	1e-07	0.00295299
OG0000015	Node_Morvir_Nemnom_0	1e-07	1e-07	1e-07
OG0000015	Node_Hhon_Bolinf_0	0.0454914	0.140022	0.0778274
OG0000015	Node_Bolinf_Coeast_0	0.0537293	0.0701342	0.0897506
OG0000015	Node_Bolinf_Beraby_0	0.0580231	0.0151524	0.0916148
OG0000015	Node_Coeast_Drygla_0	0.0827262	0.00513021	0.0997419
OG0000015	Node_Anocar_Apla_0	1e-07	1e-07	0.670439
OG0000015	Node_Anocar_Drer_0	1	1e-07	1e-07
OG0000015	Node_Anocar_Hsap_0	1e-07	1	1e-07
OG0000015	Node_Anocar_Galgal_0	1e-07	1e-07	1e-07
OG0000015	Node_Apla_Bflo_0	1e-07	1e-07	1
OG0000015	Node_Apla_Ptyfla_0	1e-07	1	1e-07
OG0000015	Node_Acagra_Anocar_0	0.122066	0.0665765	0.205225
OG0000017	Acagra	0.0203608	1e-07	0.469492
OG0000017	Ctel	1	1e-07	0.498043
OG0000017	Linana	0.596759	1e-07	0.340761
OG0000017	Phoaus	0.821885	1	1e-07
OG0000017	Ampfan	0.510957	1e-07	1e-07
OG0000017	Cgig	0.091484	1e-07	1e-07
OG0000017	Linlon	0.663062	1e-07	1e-07
OG0000017	Aplcal	0.0461685	1e-07	0.305279
OG0000017	Bugner	0.308388	0.342934	0.166138
OG0000017	Pricau	0.035154	1e-07	0.39117
OG0000017	Clim	0.311189	0.216445	0.168938
OG0000017	Stycar	0.315149	0.0375715	0.172897
OG0000017	Aedaeg	0.598543	1e-07	1e-07
OG0000017	Apimel	0.704757	1e-07	1e-07
OG0000017	Rhopro	0.287869	1	1e-07
OG0000017	Tcas	0.598293	1e-07	1e-07
OG0000017	Dpul	1	1e-07	1e-07
OG0000017	Folcan	0.354163	1	1
OG0000017	Cscu	1	1e-07	1
OG0000017	Bracal	0.479885	1e-07	0.0928317
OG0000017	Brumal	0.191897	1e-07	0.148977
OG0000017	Chrper	0.315221	0.0343168	0.172969
OG0000017	Cowc	0.315221	0.0343168	0.172969
OG0000017	Leuniv	0.315219	0.0344029	0.172967
OG0000017	Ocar	0.31509	0.0402414	0.172838
OG0000017	Oikdio	0.445708	1e-07	0.366776
OG0000017	Dugjap	0.285819	1e-07	0.630756
OG0000017	Mbre	0.304049	0.538949	0.161799
OG0000017	Hduj	1	1e-07	1e-07
OG0000017	Dgig	0.508677	1e-07	1e-07
OG0000017	Exapal	0.362967	1e-07	0.0348029
OG0000017	Hvul	0.103303	1e-07	0.840737
OG0000017	Morvir	0.0998244	1e-07	0.869241
OG0000017	Nemnom	0.247069	1	0.104828
OG0000017	Hhon	0.134753	1e-07	0.597273
OG0000017	Bolinf	0.315205	0.035054	0.172953
OG0000017	Beraby	0.315205	0.035054	0.172953
OG0000017	Coeast	0.312477	0.158282	0.170225
OG0000017	Drygla	0.506311	1e-07	1e-07
OG0000017	Anocar	0.179198	1	1e-07
OG0000017	Galgal	0.177584	1e-07	1e-07
OG0000017	Hsap	0.17737	1e-07	1e-07
OG0000017	Drer	1	1e-07	1e-07
OG0000017	Apla	0.175951	1e-07	1
OG0000017	Ptyfla	0.28371	1e-07	1e-07
OG0000017	Bflo	0.598381	1e-07	0.398478
OG0000017	Node_Acagra_Aedaeg_0	0.311802	0.18607	0.169558
OG0000017	Node_Acagra_Pricau_0	0.315104	0.0367697	0.172896
OG0000017	Node_Acagra_Aplcal_0	0.311645	0.0308314	0.172161
OG0000017	Node_Acagra_Ampfan_0	0.303077	0.025038	0.175074
OG0000017	Node_Acagra_Linana_0	0.0946827	1e-07	0.442472
OG0000017	Node_Acagra_Ctel_0	1e-07	1e-07	1
OG0000017	Node_Linana_Phoaus_0	1e-07	1e-07	1
OG0000017	Node_Ampfan_Linlon_0	0.246333	0.106531	0.26713
OG0000017	Node_Ampfan_Cgig_0	0.153123	0.0637689	0.404887
OG0000017	Node_Aplcal_Bugner_0	0.305514	0.0305764	0.186766
OG0000017	Node_Pricau_Stycar_0	0.315082	0.0366129	0.172945
OG0000017	Node_Pricau_Clim_0	0.310299	0.0294297	0.175484
OG0000017	Node_Aedaeg_Dgig_0	0.314886	0.0363396	0.173036
OG0000017	Node_Aedaeg_Bracal_0	0.307038	0.0302828	0.179586
OG0000017	Node_Aedaeg_Cscu_0	1e-07	1e-07	0.326264
OG0000017	Node_Aedaeg_Dpul_0	1e-07	1e-07	0.722294
OG0000017	Node_Aedaeg_Apimel_0	1e-07	1e-07	1e-07
OG0000017	Node_Apimel_Tcas_0	1e-07	1e-07	1e-07
OG0000017	Node_Apimel_Rhopro_0	1e-07	1e-07	1e-07
OG0000017	Node_Dpul_Folcan_0	1e-07	1e-07	1e-07
OG0000017	Node_Bracal_Brumal_0	0.304346	0.284793	0.17166
OG0000017	Node_Brumal_Chrper_0	0.222719	0.064182	0.082692
OG0000017	Node_Chrper_Hduj_0	0.222401	1e-07	0.09396
OG0000017	Node_Chrper_Dugjap_0	0.212943	1	0.0866934
OG0000017	Node_Chrper_Oikdio_0	0.303771	0.0911538	0.173136
OG0000017	Node_Chrper_Ocar_0	0.306312	0.430763	0.164059
OG0000017	Node_Chrper_Leuniv_0	0.31509	0.0401526	0.172838
OG0000017	Node_Chrper_Cowc_0	0.315219	0.0344013	0.172967
OG0000017	Node_Dugjap_Mbre_0	0.300458	0.0856341	0.179222
OG0000017	Node_Dgig_Hhon_0	0.308921	0.0334237	0.167458
OG0000017	Node_Dgig_Hvul_0	0.291388	0.0139759	0.157053
OG0000017	Node_Dgig_Exapal_0	0.15213	1e-07	0.424384
OG0000017	Node_Hvul_Morvir_0	0.185069	0.255331	0.498626
OG0000017	Node_Morvir_Nemnom_0	0.17487	0.0331286	0.634812
OG0000017	Node_Hhon_Bolinf_0	0.302566	0.034099	0.194368
OG0000017	Node_Bolinf_Coeast_0	0.305416	0.36275	0.174983
OG0000017	Node_Bolinf_Beraby_0	0.314094	0.0844604	0.171842
OG0000017	Node_Coeast_Drygla_0	0.310951	0.0349642	0.181704
OG0000017	Node_Anocar_Apla_0	0.0345756	1e-07	0.584099
OG0000017	Node_Anocar_Drer_0	0.170676	1e-07	1
OG0000017	Node_Anocar_Hsap_0	0.288969	1e-07	1e-07
OG0000017	Node_Anocar_Galgal_0	1e-07	1e-07	1e-07
OG0000017	Node_Apla_Bflo_0	0.0853176	1e-07	1e-07
OG0000017	Node_Apla_Ptyfla_0	0.0895054	1e-07	1e-07
OG0000017	Node_Acagra_Anocar_0	0.309985	0.0290629	0.18347
OG0000018	Acagra	0.127003	0.479808	1e-07
OG0000018	Ctel	1	1	1
OG0000018	Linana	1e-07	1e-07	0.567765
OG0000018	Phoaus	0.133808	0.206907	0.0034237
OG0000018	Ampfan	1	1e-07	1e-07
OG0000018	Cgig	0.136947	0.167274	0.00690857
OG0000018	Linlon	0.23181	1e-07	1e-07
OG0000018	Aplcal	0.443287	1e-07	1e-07
OG0000018	Bugner	0.140903	1e-07	0.0182773
OG0000018	Pricau	1e-07	1e-07	0.645001
OG0000018	Clim	0.376245	0.41011	0.245958
OG0000018	Stycar	0.384773	0.0468368	0.254694
OG0000018	Aedaeg	1e-07	1	1
OG0000018	Apimel	0.136744	0.212815	0.00668827
OG0000018	Rhopro	1e-07	1e-07	0.51216
OG0000018	Tcas	1e-07	1e-07	0.526072
OG0000018	Dpul	1e-07	1e-07	1
OG0000018	Folcan	1	1e-07	1
OG0000018	Cscu	1	1e-07	1e-07
OG0000018	Bracal	0.142206	1e-07	0.0304743
OG0000018	Brumal	1e-07	1e-07	0.623678
OG0000018	Chrper	0.384997	0.0363273	0.254917
OG0000018	Cowc	0.384997	0.0363273	0.254917
OG0000018	Leuniv	0.384997	0.0363277	0.254917
OG0000018	Ocar	0.384997	0.036328	0.254917
OG0000018	Oikdio	0.384997	0.0363496	0.254916
OG0000018	Dugjap	0.384997	0.036349	0.254916
OG0000018	Mbre	0.384997	0.036349	0.254916
OG0000018	Hduj	0.38205	0.175971	0.251967
OG0000018	Dgig	0.0956423	1e-07	0.283629
OG0000018	Exapal	1e-07	1e-07	1
OG0000018	Hvul	1e-07	1e-07	0.870063
OG0000018	Morvir	0.384181	0.0755561	0.254101
OG0000018	Nemnom	0.384181	0.0755561	0.254101
OG0000018	Hhon	0.384985	0.0369145	0.254905
OG0000018	Bolinf	0.384996	0.0363645	0.254916
OG0000018	Beraby	0.384996	0.0363645	0.254916
OG0000018	Coeast	0.38103	0.212159	0.250926
OG0000018	Drygla	0.630225	1e-07	1e-07
OG0000018	Anocar	0.224811	1e-07	1e-07
OG0000018	Galgal	0.224811	1e-07	1e-07
OG0000018	Hsap	0.708929	1e-07	0.299893
OG0000018	Drer	1	1e-07	1e-07
OG0000018	Apla	0.380921	1	1e-07
OG0000018	Ptyfla	0.615866	1e-07	0.292781
OG0000018	Bflo	0.615963	1e-07	1
OG0000018	Node_Acagra_Aedaeg_0	0.379655	0.25225	0.249521
OG0000018	Node_Acagra_Pricau_0	0.384543	0.0403762	0.255058
OG0000018	Node_Acagra_Aplcal_0	0.369479	0.0209789	0.275978
OG0000018	Node_Acagra_Ampfan_0	1e-07	1e-07	0.969171
OG0000018	Node_Acagra_Linana_0	0.134253	1e-07	0.0180175
OG0000018	Node_Acagra_Ctel_0	0.125281	1e-07	0.0145088
OG0000018	Node_Linana_Phoaus_0	0.125738	1e-07	0.0427527
OG0000018	Node_Ampfan_Linlon_0	0.124814	1e-07	0.0185629
OG0000018	Node_Ampfan_Cgig_0	1e-07	0.181621	1
OG0000018	Node_Aplcal_Bugner_0	1e-07	1e-07	0.919228
OG0000018	Node_Pricau_Stycar_0	0.384547	0.0453318	0.254685
OG0000018	Node_Pricau_Clim_0	0.373436	0.0248862	0.258341
OG0000018	Node_Aedaeg_Dgig_0	0.382115	0.0366233	0.252107
OG0000018	Node_Aedaeg_Bracal_0	0.151006	1e-07	0.026407
OG0000018	Node_Aedaeg_Cscu_0	0.101757	1e-07	0.0398559
OG0000018	Node_Aedaeg_Dpul_0	0.0983614	0.444403	0.0482868
OG0000018	Node_Aedaeg_Apimel_0	1e-07	1e-07	1
OG0000018	Node_Apimel_Tcas_0	1e-07	0.94344	1
OG0000018	Node_Apimel_Rhopro_0	1e-07	1e-07	1
OG0000018	Node_Dpul_Folcan_0	0.108671	0.264431	0.0259298
OG0000018	Node_Bracal_Brumal_0	0.146077	0.000682461	0.0254082
OG0000018	Node_Brumal_Chrper_0	0.0236744	1e-07	0.650874
OG0000018	Node_Chrper_Hduj_0	0.151518	1	0.0181349
OG0000018	Node_Chrper_Dugjap_0	0.38205	0.17421	0.251966
OG0000018	Node_Chrper_Oikdio_0	0.38496	0.0380656	0.25488
OG0000018	Node_Chrper_Ocar_0	0.384996	0.0363487	0.254916
OG0000018	Node_Chrper_Leuniv_0	0.384996	0.0363273	0.254916
OG0000018	Node_Chrper_Cowc_0	0.384996	0.036327	0.254916
OG0000018	Node_Dugjap_Mbre_0	0.38496	0.0380659	0.25488
OG0000018	Node_Dgig_Hhon_0	0.381287	0.168613	0.251234
OG0000018	Node_Dgig_Hvul_0	0.314897	1e-07	0.186818
OG0000018	Node_Dgig_Exapal_0	0.250283	1e-07	0.262501
OG0000018	Node_Hvul_Morvir_0	0.244691	1e-07	0.5496
OG0000018	Node_Morvir_Nemnom_0	0.317189	1	0.185486
OG0000018	Node_Hhon_Bolinf_0	0.384035	0.0787498	0.25396
OG0000018	Node_Bolinf_Coeast_0	0.384904	0.0367775	0.254944
OG0000018	Node_Bolinf_Beraby_0	0.384934	0.0392926	0.254854
OG0000018	Node_Coeast_Drygla_0	0.380125	0.0312333	0.256308
